article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,Gold Class,Gold Verification,veredict,confidence,rationale,raw_response,veredict.1,raw,parse_error
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",4.0,"In the article, a semantic and syntactic account complete each other.",1.0,A semantic account and a syntactic account must oppose each other.,L-Theo,False,False,1.0,"Descriptive linguistics treats semantics and syntax as complementary, not mutually exclusive, modules; integrated models (e.g., Distributed Morphology, Role & Reference Grammar) routinely combine both.","{""veredict"": false, ""confidence"": 1.0, ""rationale"": ""Descriptive linguistics treats semantics and syntax as complementary, not mutually exclusive, modules; integrated models (e.g., Distributed Morphology, Role & Reference Grammar) routinely combine both.""}",,,
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",5.0,The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus.,2.0,Lohnstein's sentence mood theory fails to provide a semantic approach to analyze Spanish verum.,L-Spec,False,False,0.8,"Descriptive work (e.g. Hernanz 2006, Batllori 2016) shows that variants of the C-head‐based verum operator originally proposed for German by Lohnstein are successfully applied to Spanish matrix vs. embedded contrasts and polarity focus, yielding testable semantic predictions.","{""veredict"": false, ""confidence"": 0.80, ""rationale"": ""Descriptive work (e.g. Hernanz 2006, Batllori 2016) shows that variants of the C-head‐based verum operator originally proposed for German by Lohnstein are successfully applied to Spanish matrix vs. embedded contrasts and polarity focus, yielding testable semantic predictions.""}",,,
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",6.0,The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates.,1.0,The effect of verum in different sentence moods determines the function each sentence mood has and the alternatives that focus on each sentence mood generates.,L-Theo,False,False,0.9,"The statement lacks a clear propositional claim because ""verum"" is undefined and the causal chain is vague; descriptive literature treats sentence mood as prior to discourse effects, not determined by an undefined ""verum effect.""","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""The statement lacks a clear propositional claim because \""verum\"" is undefined and the causal chain is vague; descriptive literature treats sentence mood as prior to discourse effects, not determined by an undefined \""verum effect.\""""}",,,
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",7.0,The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood.,2.0,Rizzi's cartographic framework is disallowed as the model for syntactic analysis of Spanish verum.,L-Spec,False,False,0.85,Cartographic analyses of Spanish verum (Focus/FinP projections) continue to be published; nothing in the descriptive literature disallows Rizzi's model.,"{""veredict"": false, ""confidence"": 0.85, ""rationale"": ""Cartographic analyses of Spanish verum (Focus/FinP projections) continue to be published; nothing in the descriptive literature disallows Rizzi's model.""}",,,
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",8.0,A focus feature in this projection results in the verum interpretation of the proposition.,1.0,A focus feature in a projection in the lower section of the left periphery dedicated to sentence mood results in the falsum interpretation of the proposition.,L-Theo,False,True,0.5,"In cartographic work the low-ForceP area hosts sentence-mood features, and focus fronting to such a projection can yield an exclamatory/logical contradiction (=falsum); evidence is theory-internal and debated.","{""veredict"": true, ""confidence"": 0.5, ""rationale"": ""In cartographic work the low-ForceP area hosts sentence-mood features, and focus fronting to such a projection can yield an exclamatory/logical contradiction (=falsum); evidence is theory-internal and debated.""}",,,
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",9.0,The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.,,The fact that the focused mood feature is checked in different configurations results from the superficial differences in verum focus across clause types.,L-Theo,False,False,1.0,"Statement is vacuous: “focused mood feature” and “verum focus across clause types” are not established descriptive categories, so no falsifiable claim is made.","{""veredict"": false, ""confidence"": 1.0, ""rationale"": ""Statement is vacuous: “focused mood feature” and “verum focus across clause types” are not established descriptive categories, so no falsifiable claim is made.""}",,,
glossa-5286-contemori,,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency. On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers. The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun. For the L2 participants, we find similar underlying processes of pronoun resolution in comparison to native speakers. The results do not reveal a processing cost for L2 speakers of a non-null-subject language during anaphora resolution. Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",1.0,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency.",1.0,Studies on second language (L2) anaphora resolution have mainly focused on learners of overt-subject languages.,L-Spec,False,True,0.85,"The majority of L2 anaphora-resolution studies in the literature examine learners whose L1s are morphologically non-null-subject (e.g., English, French, Japanese), so the descriptive generalization holds.","{""veredict"": true, ""confidence"": 0.85, ""rationale"": ""The majority of L2 anaphora-resolution studies in the literature examine learners whose L1s are morphologically non-null-subject (e.g., English, French, Japanese), so the descriptive generalization holds.""}",,,
glossa-5286-contemori,,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency. On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers. The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun. For the L2 participants, we find similar underlying processes of pronoun resolution in comparison to native speakers. The results do not reveal a processing cost for L2 speakers of a non-null-subject language during anaphora resolution. Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",1.0,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency.",2.0,"Studies on second language (L2) anaphora resolution demonstrate that L2 speakers achieve full certainty in the L2 referential choice, even at the highest levels of proficiency.",L-Typo,False,False,0.95,"Empirical L2 anaphora studies (e.g., Sorace 2011, Wilson 2021) repeatedly show persistent optionality and indeterminacy in high-proficiency L2ers’ referential choices, indicating no full native-like certainty.","{""veredict"":false,""confidence"":0.95,""rationale"":""Empirical L2 anaphora studies (e.g., Sorace 2011, Wilson 2021) repeatedly show persistent optionality and indeterminacy in high-proficiency L2ers’ referential choices, indicating no full native-like certainty.""}",,,
glossa-5286-contemori,,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency. On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers. The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun. For the L2 participants, we find similar underlying processes of pronoun resolution in comparison to native speakers. The results do not reveal a processing cost for L2 speakers of a non-null-subject language during anaphora resolution. Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",2.0,"On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers.",1.0,Studies on anaphora resolution in second language (L2) learners of non-null-subject languages have shown consistent results.,L-Typo,False,True,0.75,"Corpus and experimental studies converge on L2 learners of English/German/French showing persistent difficulty with overt vs. null subject choices and antecedent retrieval, yielding a relatively stable pattern of over-use of overt pronouns and slower/less accurate resolution compared to natives.","{""veredict"":true,""confidence"":0.75,""rationale"":""Corpus and experimental studies converge on L2 learners of English/German/French showing persistent difficulty with overt vs. null subject choices and antecedent retrieval, yielding a relatively stable pattern of over-use of overt pronouns and slower/less accurate resolution compared to natives.""}",,,
glossa-5286-contemori,,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency. On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers. The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun. For the L2 participants, we find similar underlying processes of pronoun resolution in comparison to native speakers. The results do not reveal a processing cost for L2 speakers of a non-null-subject language during anaphora resolution. Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",2.0,"On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers.",2.0,Studies on anaphora resolution in second language (L2) learners of non-null-subject languages confirm that L2 speakers certainly process referential expressions in the L2 differently from native speakers.,L-Spec,False,False,0.85,"The categorical claim ""certainly"" is too strong; empirical studies show varied and sometimes conflicting results, indicating differences in some conditions but not a universal, certain divergence.","{""veredict"": false, ""confidence"": 0.85, ""rationale"": ""The categorical claim \""certainly\"" is too strong; empirical studies show varied and sometimes conflicting results, indicating differences in some conditions but not a universal, certain divergence.""}",,,
glossa-5286-contemori,,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency. On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers. The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun. For the L2 participants, we find similar underlying processes of pronoun resolution in comparison to native speakers. The results do not reveal a processing cost for L2 speakers of a non-null-subject language during anaphora resolution. Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",2.0,"On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers.",4.0,The performance of highly proficient second language (L2) speakers of English whose first language (L1) is Spanish and the performance of group of native English speakers is incompatible with comparison using a visual word paradigm task.,L-Spec,False,False,0.85,"The statement is incoherent: it claims the two groups’ performances are ‘incompatible with comparison’, but experimental psycholinguistics routinely compares native and highly proficient L2 speakers in visual word paradigm tasks; no descriptive principle blocks such comparison.","{""veredict"":false,""confidence"":0.85,""rationale"":""The statement is incoherent: it claims the two groups’ performances are ‘incompatible with comparison’, but experimental psycholinguistics routinely compares native and highly proficient L2 speakers in visual word paradigm tasks; no descriptive principle blocks such comparison.""}",,,
glossa-5286-contemori,,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency. On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers. The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun. For the L2 participants, we find similar underlying processes of pronoun resolution in comparison to native speakers. The results do not reveal a processing cost for L2 speakers of a non-null-subject language during anaphora resolution. Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",3.0,"The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun.",1.0,"Native English speakers show rapid use of the last mention bias, which is interpreting a pronoun towards the last-mentioned referent.",L-Spec,False,True,0.85,"Experimental psycholinguistic studies (e.g., Arnold 2001, Järvikivi et al. 2017) consistently show that English comprehenders display a recency/last-mention bias in pronoun resolution.","{""veredict"":true,""confidence"":0.85,""rationale"":""Experimental psycholinguistic studies (e.g., Arnold 2001, Järvikivi et al. 2017) consistently show that English comprehenders display a recency/last-mention bias in pronoun resolution.""}",,,
glossa-5286-contemori,,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency. On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers. The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun. For the L2 participants, we find similar underlying processes of pronoun resolution in comparison to native speakers. The results do not reveal a processing cost for L2 speakers of a non-null-subject language during anaphora resolution. Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",3.0,"The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun.",2.0,Native English speakers show slow use of gender information upon encountering a gender ambiguous or unambiguous pronoun.,L-Spec,False,False,0.8,"Eye-tracking and reading-time studies show that native English speakers exploit gender agreement predictively and immediately slow when a pronoun mismatches an antecedent’s stereotypical or explicit gender, so processing is fast, not slow.","{""veredict"": false, ""confidence"": 0.8, ""rationale"": ""Eye-tracking and reading-time studies show that native English speakers exploit gender agreement predictively and immediately slow when a pronoun mismatches an antecedent’s stereotypical or explicit gender, so processing is fast, not slow.""}",,,
glossa-5286-contemori,,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency. On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers. The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun. For the L2 participants, we find similar underlying processes of pronoun resolution in comparison to native speakers. The results do not reveal a processing cost for L2 speakers of a non-null-subject language during anaphora resolution. Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",4.0,"For the L2 participants, we find similar underlying processes of pronoun resolution in comparison to native speakers.",1.0,The underlying processes of pronoun resolution is different for native English speakers and the highly proficient second language (L2) speakers of English whose first language (L1) is Spanish.,L-Typo,False,True,0.85,"ERP and eye-tracking studies (e.g., Felser & Cunnings 2012; Cunnings 2017) show L1-Spanish/L2-English parsers rely more on discourse-prominent features (top-down retrieval) whereas native English parsers exploit morphosyntactic featural cues (gender/number) during antecedent retrieval, yielding measurable timing and reanalysis differences.","{""veredict"": true, ""confidence"": 0.85, ""rationale"": ""ERP and eye-tracking studies (e.g., Felser & Cunnings 2012; Cunnings 2017) show L1-Spanish/L2-English parsers rely more on discourse-prominent features (top-down retrieval) whereas native English parsers exploit morphosyntactic featural cues (gender/number) during antecedent retrieval, yielding measurable timing and reanalysis differences.""}",,,
glossa-5286-contemori,,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency. On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers. The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun. For the L2 participants, we find similar underlying processes of pronoun resolution in comparison to native speakers. The results do not reveal a processing cost for L2 speakers of a non-null-subject language during anaphora resolution. Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",5.0,The results do not reveal a processing cost for L2 speakers of a non-null-subject language during anaphora resolution.,1.0,There is processing cost for highly proficient second language (L2) speakers of English during anaphora resolution.,L-Spec,False,True,0.9,Self-paced-reading and ERP studies consistently show measurable slowdowns/late positivity for L2 speakers even at high proficiency during pronoun/antecedent matching compared with native controls.,"{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Self-paced-reading and ERP studies consistently show measurable slowdowns/late positivity for L2 speakers even at high proficiency during pronoun/antecedent matching compared with native controls.""}",,,
glossa-5286-contemori,,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency. On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers. The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun. For the L2 participants, we find similar underlying processes of pronoun resolution in comparison to native speakers. The results do not reveal a processing cost for L2 speakers of a non-null-subject language during anaphora resolution. Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",6.0,"Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",1.0,Highly proficient second language (L2) speakers of English fall short of native-like processing of the default referential form signaling topic continuity.,L-Spec,False,True,0.85,"Corpus & experimental studies (e.g., Roberts & Liszka 2013, Wilson 2020) show even very advanced L2ers under-use null/overt subject alternation and pronoun resolution patterns that mark topic continuity, indicating measurable divergence from native-like processing routines.","{""veredict"": true, ""confidence"": 0.85, ""rationale"": ""Corpus & experimental studies (e.g., Roberts & Liszka 2013, Wilson 2020) show even very advanced L2ers under-use null/overt subject alternation and pronoun resolution patterns that mark topic continuity, indicating measurable divergence from native-like processing routines.""}",,,
glossa-5286-contemori,,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency. On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers. The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun. For the L2 participants, we find similar underlying processes of pronoun resolution in comparison to native speakers. The results do not reveal a processing cost for L2 speakers of a non-null-subject language during anaphora resolution. Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",6.0,"Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",3.0,The default referential form signaling topic continuity is the zero pronoun.,L-Theo,False,True,0.85,"Cross-linguistic discourse studies (e.g., Givón 1983, Ariel 1990) show that the most continuous/accessible topics are encoded by the most reduced referring expression—commonly zero anaphora in pro-drop languages—making zero pronouns the default signal of topic continuity.","{""veredict"":true,""confidence"":0.85,""rationale"":""Cross-linguistic discourse studies (e.g., Givón 1983, Ariel 1990) show that the most continuous/accessible topics are encoded by the most reduced referring expression—commonly zero anaphora in pro-drop languages—making zero pronouns the default signal of topic continuity.""}",,,
glossa-5040-heffernan,,Showcasing the interaction of generative and emergent linguistic knowledge with case marker omission in spoken Japanese,1.0,Showcasing the interaction of generative and emergent linguistic knowledge with case marker omission in spoken Japanese,1.0,Case marker omission in spoken Japanese must conceal the interaction of generative and emergent linguistic knowledge,L-Spec,False,False,0.95,"The claim is an unverifiable prescriptive necessity; descriptive literature treats case dropping as gradient, register-sensitive, and optional, not as a mechanism that ‘must’ reveal any specific theoretical interaction.","{""veredict"": false, ""confidence"": 0.95, ""rationale"": ""The claim is an unverifiable prescriptive necessity; descriptive literature treats case dropping as gradient, register-sensitive, and optional, not as a mechanism that ‘must’ reveal any specific theoretical interaction.""}",,,
glossa-5040-heffernan,1 The emergent–generative debate,"Linguists are currently debating the nature of our grammatical knowledge. Many have argued that such knowledge is innate and that we use this knowledge to generate utterances; others have argued that grammatical knowledge emerges from linguistic experience, and that such knowledge forms exemplars for modeling novel utterances. Generative grammar advocates emphasize the way that utterances are generated by combining individual words as needed (Hauser et al. 2002; Newmeyer 2010, and many others). In contrast, emergent grammar advocates emphasize that prefabricated sequences of abstract and concrete linguistic forms are recycled (Thompson 2002; Ellis 2008; Beckner et al. 2009; Bybee 2010; Dąbrowska 2014, and many others; see MacWhinney & O’Grady 2015 and references therein).",2.0,"Many have argued that such knowledge is innate and that we use this knowledge to generate utterances; others have argued that grammatical knowledge emerges from linguistic experience, and that such knowledge forms exemplars for modeling novel utterances.",1.0,Many linguists have argued that grammatical knowledge is acquired.,L-Theo,False,True,0.95,"Descriptive literature (e.g., Pinker 1994, Crain & Pietroski 2002, Yang 2016) documents the consensus that core grammar is primarily acquired, not taught.","{""veredict"": true, ""confidence"": 0.95, ""rationale"": ""Descriptive literature (e.g., Pinker 1994, Crain & Pietroski 2002, Yang 2016) documents the consensus that core grammar is primarily acquired, not taught.""}",,,
