article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,KIM Class,KIM Language,JOHN Class,JOHN Language,LUCIA Class,LUCIA Language,GEMINI Class,GEMINI Language,OPENAI Class,OPENAI Language,Gold Class,Gold Verification,veredict,confidence,rationale,raw_response
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",1.0,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",9.0,"Under direct interpretation approaches to ellipsis, a contextual correlate extracts its semantic properties from a wh-fragment.",,,,,,,,,,,L-Theo,False,False,0.9,"The statement inaccurately describes direct interpretation. In this approach, the wh-fragment itself is interpreted directly as a question, without positing a syntactically elided correlate or extracting semantic properties from it.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""The statement inaccurately describes direct interpretation. In this approach, the wh-fragment itself is interpreted directly as a question, without positing a syntactically elided correlate or extracting semantic properties from it.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",1.0,"1. This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",1.0,"If the correlate (i.e., the associated element in the relevant construction) is an animate noun phrase, then the remnant (i.e., the remaining element after an ellipsis or reduction operation) must instead be an inanimate noun phrase.",,,,,,,,,,,L-Theo,False,False,0.9,"No such syntactic constraint exists in descriptive grammar. The animacy of a correlate does not grammatically determine the animacy of a remnant in ellipsis constructions (e.g., 'I saw the man, and she saw the car' is grammatical where both are animate).","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""No such syntactic constraint exists in descriptive grammar. The animacy of a correlate does not grammatically determine the animacy of a remnant in ellipsis constructions (e.g., 'I saw the man, and she saw the car' is grammatical where both are animate).""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",1.0,"1. This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",2.0,"If the correlate is an animate noun phrase, then the remnant is a prepositional phrase.",,,,,,,,,,,L-Theo,False,False,0.9,"The statement is not a general linguistic fact. In ellipsis phenomena (e.g., gapping, sluicing), the syntactic category of the remnant is not universally determined by the animacy of the correlate. Remnants can be various categories (NP, PP, AdvP) regardless of the correlate's animacy.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""The statement is not a general linguistic fact. In ellipsis phenomena (e.g., gapping, sluicing), the syntactic category of the remnant is not universally determined by the animacy of the correlate. Remnants can be various categories (NP, PP, AdvP) regardless of the correlate's animacy.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",1.0,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",1.0,"When an antecedent clause includes a prepositional phrase (PP), two correlates are barred in the antecedent: the entire prepositional phrase or the noun phrase (NP) contained inside the prepositional phrase.",,,,,,,,,,,L-Theo,False,False,0.9,"Descriptive evidence from English syntax shows that both the entire PP and the NP within it can serve as correlates (e.g., 'It was [PP on [NP Tuesday]] that he arrived' vs. 'It was [NP Tuesday] that he arrived on').","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Descriptive evidence from English syntax shows that both the entire PP and the NP within it can serve as correlates (e.g., 'It was [PP on [NP Tuesday]] that he arrived' vs. 'It was [NP Tuesday] that he arrived on').""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",1.0,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",2.0,"Given an antecedent clause that includes a prepositional phrase (PP), there are two possible corresponding remnants: a verbal phrase (VP) remnant or a complementizer phrase (CP) remnant.",,,,,,,,,,,L-Theo,False,True,0.8,"Descriptively, this is an accurate summary of the two primary analyses for preposition stranding in ellipsis phenomena like sluicing (e.g., 'Someone talked about the plan, but I don't know [who _ ]' (VP) vs. 'Someone talked about the plan, but I don't know [who about the plan]' (CP)).","{""veredict"": true, ""confidence"": 0.8, ""rationale"": ""Descriptively, this is an accurate summary of the two primary analyses for preposition stranding in ellipsis phenomena like sluicing (e.g., 'Someone talked about the plan, but I don't know [who _ ]' (VP) vs. 'Someone talked about the plan, but I don't know [who about the plan]' (CP)).""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",1.0,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role.",1.0,"Under the relevant theories, a certain human language must preclude omission of a preposition (P-omission) in sluicing constructions (sluices).",,,,,,,,,,,L-Theo,False,False,0.8,"The statement is inaccurate from a descriptive perspective. Many languages, including English, Russian, and Hebrew, productively allow preposition omission (P-stranding) in sluicing (e.g., 'He left with someone, but I don't know who (with)'). This variation is a key typological feature, not a universal prohibition.","{""veredict"": false, ""confidence"": 0.8, ""rationale"": ""The statement is inaccurate from a descriptive perspective. Many languages, including English, Russian, and Hebrew, productively allow preposition omission (P-stranding) in sluicing (e.g., 'He left with someone, but I don't know who (with)'). This variation is a key typological feature, not a universal prohibition.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",1.0,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role.",2.0,"Under the relevant theories, syntactic factors (i.e., factors part of the narrow syntax) must exclusively influence whether preposition omission occurs in sluicing constructions.",,,,,,,,,,,L-Theo,False,False,0.9,"Descriptive evidence shows non-syntactic factors (e.g., phonological weight, preposition stranding dialects, processing constraints) also influence preposition omission in sluicing, contradicting the claim of exclusivity.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Descriptive evidence shows non-syntactic factors (e.g., phonological weight, preposition stranding dialects, processing constraints) also influence preposition omission in sluicing, contradicting the claim of exclusivity.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",2.0,"Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls.",2.0,"Polish is a language that allows preposition stranding (i.e., Polish is a preposition-stranding language).",,,,,,,,,,,L-Spec,False,False,0.95,"Descriptive analyses of Polish syntax show it is not a preposition-stranding language. Prepositions cannot be stranded by moving their object; a resumptive pronoun is required, e.g., '*Kogo rozmawiałeś z?' is ungrammatical, while 'Z kim rozmawiałeś?' or 'Kogo rozmawiałeś z nim?' (with a pronoun) are required.","{""veredict"": false, ""confidence"": 0.95, ""rationale"": ""Descriptive analyses of Polish syntax show it is not a preposition-stranding language. Prepositions cannot be stranded by moving their object; a resumptive pronoun is required, e.g., '*Kogo rozmawiałeś z?' is ungrammatical, while 'Z kim rozmawiałeś?' or 'Kogo rozmawiałeś z nim?' (with a pronoun) are required.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",2.0,"Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls.",4.0,Omission of a preposition (P-omission) is impossible in Polish sluicing constructions.,,,,,,,,,,,L-Spec,False,False,0.9,"Descriptive studies of Polish sluicing show that P-omission is not only possible but is the preferred, default strategy in many contexts, contrasting with languages like English where preposition stranding is required.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Descriptive studies of Polish sluicing show that P-omission is not only possible but is the preferred, default strategy in many contexts, contrasting with languages like English where preposition stranding is required.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",2.0,"Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls.",6.0,A cleft-structure source analysis is inapplicable for sluicing cases.,,,,,,,,,,,L-Theo,False,False,0.3,"The statement is an absolute claim that is theoretically contentious. A cleft-source analysis (e.g., Merchant 2001) is a major and widely discussed theoretical proposal for sluicing, not an inapplicable one. Its applicability is a core topic of debate in the literature.","{""veredict"": false, ""confidence"": 0.3, ""rationale"": ""The statement is an absolute claim that is theoretically contentious. A cleft-source analysis (e.g., Merchant 2001) is a major and widely discussed theoretical proposal for sluicing, not an inapplicable one. Its applicability is a core topic of debate in the literature.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",3.0,"She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",,"Preposition omission (P-omission) in Polish sluicing is less acceptable or less likely when the correlate and the sluice remnant are nominal (i.e., noun-phrase-like).",,,,,,,,,,,L-Spec,False,True,0.9,"Descriptive studies confirm that P-omission is most acceptable with PP correlates and degraded with nominal correlates, as the preposition's semantic content is less recoverable.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive studies confirm that P-omission is most acceptable with PP correlates and degraded with nominal correlates, as the preposition's semantic content is less recoverable.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",3.0,"She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",,"When the correlate is pronominal (i.e., a pronoun), sluicing more strongly favors remnants that are bare noun phrases rather than prepositional phrases (PP remnants).",,,,,,,,,,,L-Theo,False,True,0.9,"Descriptive research (e.g., Merchant 2001) shows a strong cross-linguistic preference for bare NP remnants over PP remnants in sluicing, a preference that is indeed amplified when the correlate is a pronoun.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive research (e.g., Merchant 2001) shows a strong cross-linguistic preference for bare NP remnants over PP remnants in sluicing, a preference that is indeed amplified when the correlate is a pronoun.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",2.0,Interpreting a sluice comes with a processing cost since an antecedent has to be found.,1.0,Interpreting a sluice involves zero processing cost.,,,,,,,,,,,L-Theo,False,False,0.9,"Empirical psycholinguistic studies show that processing sluices (e.g., 'Someone called, but I don't know who') incurs a processing cost associated with retrieving the antecedent and reconstructing the elided structure, contradicting the claim of zero cost.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Empirical psycholinguistic studies show that processing sluices (e.g., 'Someone called, but I don't know who') incurs a processing cost associated with retrieving the antecedent and reconstructing the elided structure, contradicting the claim of zero cost.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",2.0,Interpreting a sluice comes with a processing cost since an antecedent has to be found.,2.0,Interpreting a sluice can proceed without the comprehender identifying an antecedent for the sluiced material.,,,,,,,,,,,L-Theo,False,True,0.9,"Descriptive research on sluicing (e.g., Merchant 2001) shows that successful interpretation can occur via mechanisms like e-GIVENness or direct licensing, not strictly via antecedent identification, especially in contexts with non-correlate or inferred antecedents.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive research on sluicing (e.g., Merchant 2001) shows that successful interpretation can occur via mechanisms like e-GIVENness or direct licensing, not strictly via antecedent identification, especially in contexts with non-correlate or inferred antecedents.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",2.0,Interpreting a sluice comes with a processing cost since an antecedent has to be found.,3.0,The processing cost of interpreting a sluice is due to the requirement of maintaining maximal structural memory resources.,,,,,,,,,,,L-Theo,False,False,0.8,"This is a theoretical claim, not an established linguistic fact. While some theories (e.g., memory-based accounts) may posit this, others (e.g., discourse-based or expectation-based accounts) attribute the cost to different factors. The statement presents a specific theoretical explanation as a definitive cause.","{""veredict"": false, ""confidence"": 0.8, ""rationale"": ""This is a theoretical claim, not an established linguistic fact. While some theories (e.g., memory-based accounts) may posit this, others (e.g., discourse-based or expectation-based accounts) attribute the cost to different factors. The statement presents a specific theoretical explanation as a definitive cause.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",2.0,"In anaphora processing, all potential antecedents are equally accessible as all other potential antecedents.",,,,,,,,,,,L-Theo,False,False,0.95,"Descriptive research shows antecedents are not equally accessible; factors like syntactic position (c-command), recency, grammatical role (subjecthood), and semantic constraints create a hierarchy of accessibility.","{""veredict"": false, ""confidence"": 0.95, ""rationale"": ""Descriptive research shows antecedents are not equally accessible; factors like syntactic position (c-command), recency, grammatical role (subjecthood), and semantic constraints create a hierarchy of accessibility.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",4.0,"In anaphora processing, every retrieval cue is as effective as every other retrieval cue for identifying an antecedent.",,,,,,,,,,,L-Theo,False,False,0.9,"Descriptive evidence shows retrieval cues (e.g., gender, number, syntactic position, semantic fit) are not equally effective; their salience and reliability vary significantly in antecedent identification.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Descriptive evidence shows retrieval cues (e.g., gender, number, syntactic position, semantic fit) are not equally effective; their salience and reliability vary significantly in antecedent identification.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",6.0,"In sluice interpretation, every potential antecedent is equally accessible relative to other potential antecedents.",,,,,,,,,,,L-Theo,False,False,0.9,"Descriptive research shows antecedents are not equally accessible; factors like syntactic structure (islands), linear order (recency), and semantic/pragmatic cues create a hierarchy of accessibility.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Descriptive research shows antecedents are not equally accessible; factors like syntactic structure (islands), linear order (recency), and semantic/pragmatic cues create a hierarchy of accessibility.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",8.0,"In sluice interpretation, all retrieval cues are just as effective as all other retrieval cues for identifying an antecedent.",,,,,,,,,,,L-Theo,False,False,0.9,"Descriptive research shows retrieval cues (e.g., case matching, gender/number agreement, syntactic category) are not equally effective; their strength varies significantly in facilitating antecedent identification.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Descriptive research shows retrieval cues (e.g., case matching, gender/number agreement, syntactic category) are not equally effective; their strength varies significantly in facilitating antecedent identification.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,2.0,"In antecedent retrieval, nominal correlates are less accessible than pronominal correlates.",,,,,,,,,,,L-Theo,False,True,0.9,Descriptive research in anaphora resolution consistently shows that full noun phrases (nominal correlates) are more difficult to retrieve and integrate than pronouns (pronominal correlates) due to their lower givenness and higher informational load.,"{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive research in anaphora resolution consistently shows that full noun phrases (nominal correlates) are more difficult to retrieve and integrate than pronouns (pronominal correlates) due to their lower givenness and higher informational load.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,4.0,Nominal correlates have poorer semantic content than pronominal correlates.,,,,,,,,,,,L-Theo,False,False,0.9,"The statement is a theoretical claim unsupported by descriptive evidence. In many linguistic frameworks, the semantic content of a nominal is inherently richer (more specific, referential) than that of a pronoun, which is by definition a less specific placeholder.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""The statement is a theoretical claim unsupported by descriptive evidence. In many linguistic frameworks, the semantic content of a nominal is inherently richer (more specific, referential) than that of a pronoun, which is by definition a less specific placeholder.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,6.0,Pronominal correlates have richer morphosyntactic content than nominal correlates.,,,,,,,,,,,L-Theo,False,True,0.9,"Pronominal correlates, like resumptive pronouns, are overt elements that carry person, number, and gender features, whereas nominal correlates are gaps or silent operators with no morphological content.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Pronominal correlates, like resumptive pronouns, are overt elements that carry person, number, and gender features, whereas nominal correlates are gaps or silent operators with no morphological content.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,8.0,The greater accessibility of nominal correlates compared to pronominal correlates is due to nominal correlates having poorer semantic and morphosyntactic content.,,,,,,,,,,,L-Theo,False,True,0.9,"The statement accurately reflects the Accessibility Hierarchy (Ariel 1990, Keenan & Comrie 1977), where full NPs (richer content) are used for less accessible referents, while pronouns (poorer content) signal high accessibility.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""The statement accurately reflects the Accessibility Hierarchy (Ariel 1990, Keenan & Comrie 1977), where full NPs (richer content) are used for less accessible referents, while pronouns (poorer content) signal high accessibility.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",1.0,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020).",1.0,Prepositions act as signals that impede a comprehender retrieving the prepositional-phrase (PP) correlate during sentence processing.,,,,,,,,,,,L-Theo,False,False,0.9,"Empirical evidence from psycholinguistics shows prepositions act as cues that *facilitate*, not impede, the retrieval and integration of the upcoming PP by providing early syntactic and semantic information.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Empirical evidence from psycholinguistics shows prepositions act as cues that *facilitate*, not impede, the retrieval and integration of the upcoming PP by providing early syntactic and semantic information.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",1.0,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020).",2.0,"The presence of a preposition ensures the wh-word ""who"" is misinterpreted as referring to the individual named Paul.",,,,,,,,,,,L-Spec,False,False,0.9,"The statement is a theoretical claim, not a verifiable linguistic fact. In descriptive syntax, prepositions do not 'ensure' a misinterpretation; processing difficulties in sentences like 'Who did you give the book to Paul and?' are a matter of psycholinguistics and performance, not a rule of grammar.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""The statement is a theoretical claim, not a verifiable linguistic fact. In descriptive syntax, prepositions do not 'ensure' a misinterpretation; processing difficulties in sentences like 'Who did you give the book to Paul and?' are a matter of psycholinguistics and performance, not a rule of grammar.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",1.0,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020).",3.0,Omitting the preposition (P-omission) in sluicing constructions eliminates a processing cost for comprehenders.,,,,,,,,,,,L-Theo,False,True,0.7,"Empirical processing studies (e.g., on English sluicing) show that sentences with prepositions present (e.g., 'Someone was talking, but I don't know who to') incur a higher processing cost than those with P-omission (e.g., '...but I don't know who'), supporting the statement from a descriptive, psycholinguistic perspective.","{""veredict"": true, ""confidence"": 0.7, ""rationale"": ""Empirical processing studies (e.g., on English sluicing) show that sentences with prepositions present (e.g., 'Someone was talking, but I don't know who to') incur a higher processing cost than those with P-omission (e.g., '...but I don't know who'), supporting the statement from a descriptive, psycholinguistic perspective.""}"
