article,section,paragraph,sentence_idx,sentence_text,statement_idx,predicted_statement
glossa-15197-hassen,3.3.7 The role of direct/reprise use,"{'original_paragraph': 'We annotated root sluices (leaving aside embedded and coordinate sluices) into reprise (41) and direct uses (see example (34)). The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’).\n(41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ?\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0(d’Ormesson 1987) / - Césari was pilot and had shot.down plenty of-Germans during the first was - Which war  / ‘- Césari was an aviator and “shot down a lot of Germans during the First War”. - Which war?’', 'sentences': ['We annotated root sluices (leaving aside embedded and coordinate sluices) into reprise (41) and direct uses (see example (34)).', 'The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’): (41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ?\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0(d’Ormesson 1987)']}",2,"The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’): (41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ? (d’Ormesson 1987)",2,"The definite correlate of reprise uses can be nominal, for example, in French: mon ami ('my friend') or proper names."
glossa-15197-hassen,3.3.7 The role of direct/reprise use,"{'original_paragraph': 'We annotated root sluices (leaving aside embedded and coordinate sluices) into reprise (41) and direct uses (see example (34)). The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’).\n(41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ?\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0(d’Ormesson 1987) / - Césari was pilot and had shot.down plenty of-Germans during the first was - Which war  / ‘- Césari was an aviator and “shot down a lot of Germans during the First War”. - Which war?’', 'sentences': ['We annotated root sluices (leaving aside embedded and coordinate sluices) into reprise (41) and direct uses (see example (34)).', 'The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’): (41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ?\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0(d’Ormesson 1987)']}",2,"The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’): (41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ? (d’Ormesson 1987)",3,"The definite correlate of reprise uses can be pronominal, for example, in French: lui ('him')."
glossa-15197-hassen,3.3.7 The role of direct/reprise use,"{'original_paragraph': 'We annotated root sluices (leaving aside embedded and coordinate sluices) into reprise (41) and direct uses (see example (34)). The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’).\n(41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ?\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0(d’Ormesson 1987) / - Césari was pilot and had shot.down plenty of-Germans during the first was - Which war  / ‘- Césari was an aviator and “shot down a lot of Germans during the First War”. - Which war?’', 'sentences': ['We annotated root sluices (leaving aside embedded and coordinate sluices) into reprise (41) and direct uses (see example (34)).', 'The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’): (41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ?\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0(d’Ormesson 1987)']}",2,"The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’): (41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ? (d’Ormesson 1987)",4,Direct uses of sluices usually have an indefinite correlate.
glossa-15197-hassen,3.3.7 The role of direct/reprise use,"{'original_paragraph': 'We annotated root sluices (leaving aside embedded and coordinate sluices) into reprise (41) and direct uses (see example (34)). The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’).\n(41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ?\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0(d’Ormesson 1987) / - Césari was pilot and had shot.down plenty of-Germans during the first was - Which war  / ‘- Césari was an aviator and “shot down a lot of Germans during the First War”. - Which war?’', 'sentences': ['We annotated root sluices (leaving aside embedded and coordinate sluices) into reprise (41) and direct uses (see example (34)).', 'The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’): (41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ?\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0(d’Ormesson 1987)']}",2,"The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’): (41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ? (d’Ormesson 1987)",5,"The indefinite correlate of direct uses can be nominal, for example, in French: un ami ('a friend')."
glossa-15197-hassen,3.3.7 The role of direct/reprise use,"{'original_paragraph': 'We annotated root sluices (leaving aside embedded and coordinate sluices) into reprise (41) and direct uses (see example (34)). The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’).\n(41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ?\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0(d’Ormesson 1987) / - Césari was pilot and had shot.down plenty of-Germans during the first was - Which war  / ‘- Césari was an aviator and “shot down a lot of Germans during the First War”. - Which war?’', 'sentences': ['We annotated root sluices (leaving aside embedded and coordinate sluices) into reprise (41) and direct uses (see example (34)).', 'The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’): (41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ?\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0(d’Ormesson 1987)']}",2,"The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’): (41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ? (d’Ormesson 1987)",6,"The indefinite correlate of direct uses can be pronominal, for example, in French: quelqu’un ('someone')."
glossa-15197-hassen,3.3.7 The role of direct/reprise use,"{'original_paragraph': 'We annotated root sluices (leaving aside embedded and coordinate sluices) into reprise (41) and direct uses (see example (34)). The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’).\n(41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ?\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0(d’Ormesson 1987) / - Césari was pilot and had shot.down plenty of-Germans during the first was - Which war  / ‘- Césari was an aviator and “shot down a lot of Germans during the First War”. - Which war?’', 'sentences': ['We annotated root sluices (leaving aside embedded and coordinate sluices) into reprise (41) and direct uses (see example (34)).', 'The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’): (41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ?\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0(d’Ormesson 1987)']}",2,"The former usually have a definite correlate, which can be nominal (e.g. mon ami ‘my friend’, proper names) or pronominal (e.g. lui ‘him’), and the latter an indefinite correlate, which can be nominal (un ami ‘a friend’) or pronominal (quelqu’un ‘someone’): (41) - Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ? (d’Ormesson 1987)",7,An example of a reprise sluice is in French: Césari était aviateur et “a descendu plein d’Allemands pendant la première guerre”. - Quelle guerre ? (d’Ormesson 1987).
glossa-15197-hassen,3.3.7 The role of direct/reprise use,"{'original_paragraph': 'The results in Table (20) show that reprise use does not seem to have an effect and that both sluices exhibit a very high rate of P-omission.', 'sentences': ['The results in Table (20) show that reprise use does not seem to have an effect and that both sluices exhibit a very high rate of P-omission.']}",1,The results in Table (20) show that reprise use does not seem to have an effect and that both sluices exhibit a very high rate of P-omission.,1,Reprise use does not seem to have an effect on P-omission.
glossa-15197-hassen,3.3.7 The role of direct/reprise use,"{'original_paragraph': 'The results in Table (20) show that reprise use does not seem to have an effect and that both sluices exhibit a very high rate of P-omission.', 'sentences': ['The results in Table (20) show that reprise use does not seem to have an effect and that both sluices exhibit a very high rate of P-omission.']}",1,The results in Table (20) show that reprise use does not seem to have an effect and that both sluices exhibit a very high rate of P-omission.,2,Both reprise sluices and direct sluices exhibit a very high rate of P-omission.
glossa-15197-hassen,3.4 General corpus model,"{'original_paragraph': 'We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005). We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function. In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level). Author names were included as a random factor. The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19. Anaphoric remnants favor P-omission and disfavor it with pronominal correlates. We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).', 'sentences': ['We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005).', 'We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function.', 'In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level).', 'Author names were included as a random factor.', 'The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19.', 'Anaphoric remnants favor P-omission and disfavor it with pronominal correlates.', 'We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).']}",1,We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005).,1,The corpus data was fit in a Generalized Linear Mixed Model (GLMM).
glossa-15197-hassen,3.4 General corpus model,"{'original_paragraph': 'We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005). We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function. In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level). Author names were included as a random factor. The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19. Anaphoric remnants favor P-omission and disfavor it with pronominal correlates. We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).', 'sentences': ['We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005).', 'We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function.', 'In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level).', 'Author names were included as a random factor.', 'The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19.', 'Anaphoric remnants favor P-omission and disfavor it with pronominal correlates.', 'We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).']}",1,We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005).,2,McCulloch & Neuhaus (2005) describe the Generalized Linear Mixed Model (GLMM).
glossa-15197-hassen,3.4 General corpus model,"{'original_paragraph': 'We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005). We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function. In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level). Author names were included as a random factor. The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19. Anaphoric remnants favor P-omission and disfavor it with pronominal correlates. We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).', 'sentences': ['We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005).', 'We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function.', 'In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level).', 'Author names were included as a random factor.', 'The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19.', 'Anaphoric remnants favor P-omission and disfavor it with pronominal correlates.', 'We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).']}",2,"We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function.",1,"The glmer function from the lme4 package in R was used, specifying a binomial family and using the Nelder_Mead optimizer within the glmerControl function."
glossa-15197-hassen,3.4 General corpus model,"{'original_paragraph': 'We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005). We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function. In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level). Author names were included as a random factor. The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19. Anaphoric remnants favor P-omission and disfavor it with pronominal correlates. We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).', 'sentences': ['We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005).', 'We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function.', 'In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level).', 'Author names were included as a random factor.', 'The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19.', 'Anaphoric remnants favor P-omission and disfavor it with pronominal correlates.', 'We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).']}",3,"In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level).",1,"In the best model, P-omission is a fixed factor, with P-inclusion as its reference level."
glossa-15197-hassen,3.4 General corpus model,"{'original_paragraph': 'We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005). We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function. In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level). Author names were included as a random factor. The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19. Anaphoric remnants favor P-omission and disfavor it with pronominal correlates. We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).', 'sentences': ['We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005).', 'We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function.', 'In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level).', 'Author names were included as a random factor.', 'The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19.', 'Anaphoric remnants favor P-omission and disfavor it with pronominal correlates.', 'We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).']}",3,"In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level).",2,"In the best model, pronominal correlates versus nominal correlates is a predictor, with nominal correlates being the reference level."
glossa-15197-hassen,3.4 General corpus model,"{'original_paragraph': 'We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005). We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function. In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level). Author names were included as a random factor. The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19. Anaphoric remnants favor P-omission and disfavor it with pronominal correlates. We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).', 'sentences': ['We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005).', 'We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function.', 'In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level).', 'Author names were included as a random factor.', 'The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19.', 'Anaphoric remnants favor P-omission and disfavor it with pronominal correlates.', 'We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).']}",3,"In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level).",3,"In the best model, anaphoric remnants versus non-anaphoric remnants is a predictor, with non-anaphoric remnants being the reference level."
glossa-15197-hassen,3.4 General corpus model,"{'original_paragraph': 'We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005). We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function. In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level). Author names were included as a random factor. The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19. Anaphoric remnants favor P-omission and disfavor it with pronominal correlates. We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).', 'sentences': ['We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005).', 'We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function.', 'In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level).', 'Author names were included as a random factor.', 'The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19.', 'Anaphoric remnants favor P-omission and disfavor it with pronominal correlates.', 'We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).']}",4,Author names were included as a random factor.,1,Author names were included as a random factor in the model.
glossa-15197-hassen,3.4 General corpus model,"{'original_paragraph': 'We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005). We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function. In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level). Author names were included as a random factor. The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19. Anaphoric remnants favor P-omission and disfavor it with pronominal correlates. We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).', 'sentences': ['We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005).', 'We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function.', 'In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level).', 'Author names were included as a random factor.', 'The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19.', 'Anaphoric remnants favor P-omission and disfavor it with pronominal correlates.', 'We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).']}",5,"The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19.",1,"Among the predictors in the model, only the anaphoric remnant and its interaction with pronominal correlates are significant."
glossa-15197-hassen,3.4 General corpus model,"{'original_paragraph': 'We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005). We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function. In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level). Author names were included as a random factor. The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19. Anaphoric remnants favor P-omission and disfavor it with pronominal correlates. We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).', 'sentences': ['We fit our corpus data in a Generalized Linear Mixed Model (GLMM) (McCulloch & Neuhaus 2005).', 'We used the glmer function from the lme4 package in R, specifying a binomial family, and using the Nelder_Mead optimizer within the glmerControl function.', 'In our best model, the fixed factors are P-omission (reference level P-inclusion) and two predictors: pronominal correlates versus nominal correlates (the latter being the reference level18), and anaphoric remnants versus non-anaphoric remnants (the latter being the reference level).', 'Author names were included as a random factor.', 'The model in Table 21 highlights that, among the predictors, only the anaphoric remnant and its interaction with pronominal correlates are significant19.', 'Anaphoric remnants favor P-omission and disfavor it with pronominal correlates.', 'We note, however, that only two examples with these criteria were found in the dataset, cf. Table 14 (section 3.3.3).']}",6,Anaphoric remnants favor P-omission and disfavor it with pronominal correlates.,1,Anaphoric remnants favor P-omission.
