article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,KIM Class,KIM Language,JOHN Class,JOHN Language,LUCIA Class,LUCIA Language,GEMINI Class,GEMINI Language,OPENAI Class,OPENAI Language,Gold Class,Gold Verification
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",1.0,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type.",1.0,The No Embedding Constraint is considered to be a weak syntactic constraint on gapping.,,,,,,,,,,,L-Theo,False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",1.0,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type.",2.0,The No Embedding Constraint is considered to be a disqualifier for gapping.,,,,,,,,,,,L-Theo,False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",2.0,"As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results.",1.0,Assumptions related to the No Embedding Constraint are borne out by experimental results from two acceptability judgments tasks in Spanish.,,,,,,,,,,,L-Spec,False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",3.0,"Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint.",1.0,Embedded gapping is ungrammatical in Spanish.,,,,,,,,,,,L-Spec,False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",3.0,"Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint.",2.0,Embedded gapping in Spanish seems to be governed by a general syntactic constraint.,,,,,,,,,,,L-Spec,False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",4.0,"Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates.",1.0,"In spanish, all predicates embed equally easily.",,,,,,,,,,,L-Spec,False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",4.0,"Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates.",2.0,"In spanish, the observation that some predicates embed more easily than others confirms the symmetry between non-factive and factive predicates.",,,,,,,,,,,L-Spec,False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",4.0,"Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates.",3.0,"In spanish, the observation that some predicates embed more easily than others invalidates the dichotomy between semi-factive and true factive predicates.",,,,,,,,,,,L-Spec,False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",5.0,Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate.,1.0,Embedded gapping is insensitive to the semantic class of the embedding predicate.,,,,,,,,,,,L-Theo,False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",5.0,Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate.,2.0,Embedded coordinated clauses in general are independent of the semantic class of the embedding predicate.,,,,,,,,,,,L-Theo,False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",6.0,We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination).,1.0,Data on embedded gapping in Spanish remain highly consistent with any Small Conjunct Gapping approach (in terms of subclausal/low coordination).,,,,,,,,,,,L-Spec,False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",6.0,We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination).,2.0,Data on embedded gapping in Spanish argue against a Large Conjunct Gapping approach (in terms of clausal/high coordination).,,,,,,,,,,,L-Spec,False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",7.0,"In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly.",1.0,A constructional fragment-based analysis of gapping is precluded.,,,,,,,,,,,L-Theo,False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",7.0,"In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly.",2.0,Constructional fragment-based analysis of gapping treats non-embedded and embedded gapping differently.,,,,,,,,,,,L-Theo,False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",8.0,"More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",1.0,Gapping is more dissimilar to other ellipsis types than has been traditionally assumed.,,,,,,,,,,,L-Theo,False
glossa-4968-childs,,"This paper integrates syntactic theory and variationist analysis in an investigation of the variation between English not-negation (I don’t have any money), no-negation (I have no money) and negative concord (I don’t have no money). Using corpora of three varieties of UK English spoken in Glasgow, Tyneside and Salford respectively, I test two theoretical accounts of the variation. Account 1 applies Zeijlstra’s (2004) agreement-based theory of negative concord to all three variants, such that n-words (e.g. nobody) which feature in no-negation and negative concord are not inherently negative but agree with a negative operator in a higher NegP. Under Account 2, no-negation is instead derived via negative-marking within the DP followed by movement to the higher NegP for sentential scope (Kayne 1998; Svenonius 2002; Zeijlstra 2011). These accounts, together with observations about the raising properties of functional versus lexical verbs, lead to the formulation of different hypotheses about the distribution of variants in speech according to verb type, verb phrase complexity, and the discourse status of the propositions expressed. Results of distributional analysis and mixed-effects modelling support Account 2 of the variation over Account 1, suggesting structural identity between not-negation and negative concord (in contrast to no-negation). This supports Tubau’s (2016) proposal that English negative indefinites have two distinct structures: one in which negation is marked syntactically in the DP and one in which they agree with a syntactically-higher NegP.",1.0,"This paper integrates syntactic theory and variationist analysis in an investigation of the variation between English not-negation (I don’t have any money), no-negation (I have no money) and negative concord (I don’t have no money).",2.0,I don’t have any money' is an English affirmation example.,,,,,,,,,,,L-Spec,False
glossa-4968-childs,,"This paper integrates syntactic theory and variationist analysis in an investigation of the variation between English not-negation (I don’t have any money), no-negation (I have no money) and negative concord (I don’t have no money). Using corpora of three varieties of UK English spoken in Glasgow, Tyneside and Salford respectively, I test two theoretical accounts of the variation. Account 1 applies Zeijlstra’s (2004) agreement-based theory of negative concord to all three variants, such that n-words (e.g. nobody) which feature in no-negation and negative concord are not inherently negative but agree with a negative operator in a higher NegP. Under Account 2, no-negation is instead derived via negative-marking within the DP followed by movement to the higher NegP for sentential scope (Kayne 1998; Svenonius 2002; Zeijlstra 2011). These accounts, together with observations about the raising properties of functional versus lexical verbs, lead to the formulation of different hypotheses about the distribution of variants in speech according to verb type, verb phrase complexity, and the discourse status of the propositions expressed. Results of distributional analysis and mixed-effects modelling support Account 2 of the variation over Account 1, suggesting structural identity between not-negation and negative concord (in contrast to no-negation). This supports Tubau’s (2016) proposal that English negative indefinites have two distinct structures: one in which negation is marked syntactically in the DP and one in which they agree with a syntactically-higher NegP.",1.0,"This paper integrates syntactic theory and variationist analysis in an investigation of the variation between English not-negation (I don’t have any money), no-negation (I have no money) and negative concord (I don’t have no money).",3.0,'I have no money' is an English standard-negation example.,,,,,,,,,,,L-Spec,False
glossa-4968-childs,,"This paper integrates syntactic theory and variationist analysis in an investigation of the variation between English not-negation (I don’t have any money), no-negation (I have no money) and negative concord (I don’t have no money). Using corpora of three varieties of UK English spoken in Glasgow, Tyneside and Salford respectively, I test two theoretical accounts of the variation. Account 1 applies Zeijlstra’s (2004) agreement-based theory of negative concord to all three variants, such that n-words (e.g. nobody) which feature in no-negation and negative concord are not inherently negative but agree with a negative operator in a higher NegP. Under Account 2, no-negation is instead derived via negative-marking within the DP followed by movement to the higher NegP for sentential scope (Kayne 1998; Svenonius 2002; Zeijlstra 2011). These accounts, together with observations about the raising properties of functional versus lexical verbs, lead to the formulation of different hypotheses about the distribution of variants in speech according to verb type, verb phrase complexity, and the discourse status of the propositions expressed. Results of distributional analysis and mixed-effects modelling support Account 2 of the variation over Account 1, suggesting structural identity between not-negation and negative concord (in contrast to no-negation). This supports Tubau’s (2016) proposal that English negative indefinites have two distinct structures: one in which negation is marked syntactically in the DP and one in which they agree with a syntactically-higher NegP.",1.0,"This paper integrates syntactic theory and variationist analysis in an investigation of the variation between English not-negation (I don’t have any money), no-negation (I have no money) and negative concord (I don’t have no money).",4.0,'I don’t have no money' is an English negative concord counterexample.,,,,,,,,,,,L-Spec,False
glossa-4968-childs,,"This paper integrates syntactic theory and variationist analysis in an investigation of the variation between English not-negation (I don’t have any money), no-negation (I have no money) and negative concord (I don’t have no money). Using corpora of three varieties of UK English spoken in Glasgow, Tyneside and Salford respectively, I test two theoretical accounts of the variation. Account 1 applies Zeijlstra’s (2004) agreement-based theory of negative concord to all three variants, such that n-words (e.g. nobody) which feature in no-negation and negative concord are not inherently negative but agree with a negative operator in a higher NegP. Under Account 2, no-negation is instead derived via negative-marking within the DP followed by movement to the higher NegP for sentential scope (Kayne 1998; Svenonius 2002; Zeijlstra 2011). These accounts, together with observations about the raising properties of functional versus lexical verbs, lead to the formulation of different hypotheses about the distribution of variants in speech according to verb type, verb phrase complexity, and the discourse status of the propositions expressed. Results of distributional analysis and mixed-effects modelling support Account 2 of the variation over Account 1, suggesting structural identity between not-negation and negative concord (in contrast to no-negation). This supports Tubau’s (2016) proposal that English negative indefinites have two distinct structures: one in which negation is marked syntactically in the DP and one in which they agree with a syntactically-higher NegP.",3.0,"Account 1 applies Zeijlstra’s (2004) agreement-based theory of negative concord to all three variants, such that n-words (e.g. nobody) which feature in no-negation and negative concord are not inherently negative but agree with a negative operator in a higher NegP.",2.0,It exists a mythical agreement-based theory of negative concord.,,,,,,,,,,,L-Theo,False
glossa-4968-childs,,"This paper integrates syntactic theory and variationist analysis in an investigation of the variation between English not-negation (I don’t have any money), no-negation (I have no money) and negative concord (I don’t have no money). Using corpora of three varieties of UK English spoken in Glasgow, Tyneside and Salford respectively, I test two theoretical accounts of the variation. Account 1 applies Zeijlstra’s (2004) agreement-based theory of negative concord to all three variants, such that n-words (e.g. nobody) which feature in no-negation and negative concord are not inherently negative but agree with a negative operator in a higher NegP. Under Account 2, no-negation is instead derived via negative-marking within the DP followed by movement to the higher NegP for sentential scope (Kayne 1998; Svenonius 2002; Zeijlstra 2011). These accounts, together with observations about the raising properties of functional versus lexical verbs, lead to the formulation of different hypotheses about the distribution of variants in speech according to verb type, verb phrase complexity, and the discourse status of the propositions expressed. Results of distributional analysis and mixed-effects modelling support Account 2 of the variation over Account 1, suggesting structural identity between not-negation and negative concord (in contrast to no-negation). This supports Tubau’s (2016) proposal that English negative indefinites have two distinct structures: one in which negation is marked syntactically in the DP and one in which they agree with a syntactically-higher NegP.",3.0,"Account 1 applies Zeijlstra’s (2004) agreement-based theory of negative concord to all three variants, such that n-words (e.g. nobody) which feature in no-negation and negative concord are not inherently negative but agree with a negative operator in a higher NegP.",4.0,Negative words (n-words) (e.g. nobody) which feature in no-negation and negative concord are inherently negative and serve as the negative operator within the Negation Phrase (NegP).,,,,,,,,,,,L-Theo,False
glossa-4968-childs,,"This paper integrates syntactic theory and variationist analysis in an investigation of the variation between English not-negation (I don’t have any money), no-negation (I have no money) and negative concord (I don’t have no money). Using corpora of three varieties of UK English spoken in Glasgow, Tyneside and Salford respectively, I test two theoretical accounts of the variation. Account 1 applies Zeijlstra’s (2004) agreement-based theory of negative concord to all three variants, such that n-words (e.g. nobody) which feature in no-negation and negative concord are not inherently negative but agree with a negative operator in a higher NegP. Under Account 2, no-negation is instead derived via negative-marking within the DP followed by movement to the higher NegP for sentential scope (Kayne 1998; Svenonius 2002; Zeijlstra 2011). These accounts, together with observations about the raising properties of functional versus lexical verbs, lead to the formulation of different hypotheses about the distribution of variants in speech according to verb type, verb phrase complexity, and the discourse status of the propositions expressed. Results of distributional analysis and mixed-effects modelling support Account 2 of the variation over Account 1, suggesting structural identity between not-negation and negative concord (in contrast to no-negation). This supports Tubau’s (2016) proposal that English negative indefinites have two distinct structures: one in which negation is marked syntactically in the DP and one in which they agree with a syntactically-higher NegP.",4.0,"Under Account 2, no-negation is instead derived via negative-marking within the DP followed by movement to the higher NegP for sentential scope (Kayne 1998; Svenonius 2002; Zeijlstra 2011).",2.0,No-negation is derived via negative-marking within the higher Negation Phrase (NegP) followed by base-generation in the determiner phrase (DP) for sentential scope.,,,,,,,,,,,L-Theo,False
glossa-4968-childs,1 Introduction,"Negation is a fervently-debated phenomenon within formal syntactic enquiry, as it is a universal property of language that is, at the same time, highly variable in terms of how it is expressed (Mazzon 2004: 94). The variability of negation also makes it an intriguing object of study for variationist sociolinguists, given their interest in the factors that condition speakers’ choices between linguistic forms that convey the same meaning (Tagliamonte 2006). Formal syntactic theory and variationist sociolinguistics are often depicted as somewhat incompatible “opposites”, because of their respective focus on linguistic competence and general linguistic principles on the one hand, versus performance and variability on the other (Wilson and Henry 1998). However, recent studies have advocated bridging the gap between the two in analysing morpho-syntactic variation and change (Wilson and Henry 1998; Adger and Smith 2005; 2010; Cornips and Corrigan 2005a; b; Adger and Trousdale 2007; Buchstaller et al. 2013; Burnett et al. under review), with Barbiers (2005: 235) suggesting that “it is the task of sociolinguists to describe and explain the patterns of variation that occur within a linguistic community given the theoretical limits of this variation uncovered by generative linguistics [emphasis mine]”. This paper takes such an approach and argues that integrating formal theory into variationist analysis of morpho-syntactic variation allows for: (i) more careful delimitation of the linguistic variable and its contexts, taking into consideration the constraints of the grammar; (ii) theoretically-informed decision-making as to the inclusion and exclusion of tokens; and (iii) using production data to test hypotheses that can elucidate how variants are derived from the grammar. Adopting this approach, my investigation focuses specifically on the alternation between not-negation (1), no-negation (2) and negative concord (3) in English.4",1.0,"Negation is a fervently-debated phenomenon within formal syntactic enquiry, as it is a universal property of language that is, at the same time, highly variable in terms of how it is expressed (Mazzon 2004: 94).",4.0,Negation is a localized property of language.,,,,,,,,,,,L-Typo,False
glossa-4968-childs,1 Introduction,"Negation is a fervently-debated phenomenon within formal syntactic enquiry, as it is a universal property of language that is, at the same time, highly variable in terms of how it is expressed (Mazzon 2004: 94). The variability of negation also makes it an intriguing object of study for variationist sociolinguists, given their interest in the factors that condition speakers’ choices between linguistic forms that convey the same meaning (Tagliamonte 2006). Formal syntactic theory and variationist sociolinguistics are often depicted as somewhat incompatible “opposites”, because of their respective focus on linguistic competence and general linguistic principles on the one hand, versus performance and variability on the other (Wilson and Henry 1998). However, recent studies have advocated bridging the gap between the two in analysing morpho-syntactic variation and change (Wilson and Henry 1998; Adger and Smith 2005; 2010; Cornips and Corrigan 2005a; b; Adger and Trousdale 2007; Buchstaller et al. 2013; Burnett et al. under review), with Barbiers (2005: 235) suggesting that “it is the task of sociolinguists to describe and explain the patterns of variation that occur within a linguistic community given the theoretical limits of this variation uncovered by generative linguistics [emphasis mine]”. This paper takes such an approach and argues that integrating formal theory into variationist analysis of morpho-syntactic variation allows for: (i) more careful delimitation of the linguistic variable and its contexts, taking into consideration the constraints of the grammar; (ii) theoretically-informed decision-making as to the inclusion and exclusion of tokens; and (iii) using production data to test hypotheses that can elucidate how variants are derived from the grammar. Adopting this approach, my investigation focuses specifically on the alternation between not-negation (1), no-negation (2) and negative concord (3) in English.6",1.0,"Negation is a fervently-debated phenomenon within formal syntactic enquiry, as it is a universal property of language that is, at the same time, highly variable in terms of how it is expressed (Mazzon 2004: 94).",6.0,Negation is highly uniform in terms of how it is expressed.,,,,,,,,,,,L-Typo,False
