article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,KIM Class,KIM Language,JOHN Class,JOHN Language,LUCIA Class,LUCIA Language,GEMINI Class,GEMINI Language,OPENAI Class,OPENAI Language,Gold Class,verdict,confidence,rationale,raw_response,Gold Verification
glossa-5040-heffernan,1 The emergent–generative debate,"Consider Dąbrowska’s (2010) example (9a), repeated here as (1a). This sentence illustrates the long-distance dependency between the wh word in the main clause and the trace in the object position for the verb do in the subordinate clause. Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time. Dąbrowska gave several more examples that illustrated these tendencies, and we have repeated two of them as (1b) and (1c). She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",2.0,"Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time.",2.0,Word choice in sentences with long-distance dependencies in natural conversation is unconstrained.,,,,,,,,,,,L-Theo,False,0.88,"In natural conversation, long-distance dependencies are subject to syntactic, semantic, discourse, and processing constraints (e.g., island constraints, filler–gap licensing, working-memory limits), so word choice is not unconstrained.","{""verdict"":false,""confidence"":0.88,""rationale"":""In natural conversation, long-distance dependencies are subject to syntactic, semantic, discourse, and processing constraints (e.g., island constraints, filler–gap licensing, working-memory limits), so word choice is not unconstrained.""}",False
glossa-5040-heffernan,1 The emergent–generative debate,"Consider Dąbrowska’s (2010) example (9a), repeated here as (1a). This sentence illustrates the long-distance dependency between the wh word in the main clause and the trace in the object position for the verb do in the subordinate clause. Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time. Dąbrowska gave several more examples that illustrated these tendencies, and we have repeated two of them as (1b) and (1c). She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",2.0,"Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time.",4.0,The main clause auxiliary in sentences with long-distance dependencies in natural conversation is a modal or other auxiliary over 90% of the time.,,,,,,,,,,,L-Spec,False,0.62,"There is no widely established empirical finding that, in natural conversation, main-clause auxiliaries in long-distance dependency constructions are modals/auxiliaries in over 90% of cases; auxiliary choice varies by construction (e.g., that- vs wh-complements, subject–aux inversion, do-support) and corpus studies do not support such a blanket >90% generalization as stated.","{""verdict"":false,""confidence"":0.62,""rationale"":""There is no widely established empirical finding that, in natural conversation, main-clause auxiliaries in long-distance dependency constructions are modals/auxiliaries in over 90% of cases; auxiliary choice varies by construction (e.g., that- vs wh-complements, subject–aux inversion, do-support) and corpus studies do not support such a blanket >90% generalization as stated.""}",False
glossa-5040-heffernan,1 The emergent–generative debate,"Consider Dąbrowska’s (2010) example (9a), repeated here as (1a). This sentence illustrates the long-distance dependency between the wh word in the main clause and the trace in the object position for the verb do in the subordinate clause. Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time. Dąbrowska gave several more examples that illustrated these tendencies, and we have repeated two of them as (1b) and (1c). She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",2.0,"Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time.",6.0,The subject in sentences with long-distance dependencies in natural conversation is 'you' about 10% of the time.,,,,,,,,,,,L-Spec,False,0.78,"This is an unsupported quantitative claim: there is no widely accepted, general corpus finding that in natural conversation the subject in all sentences with long-distance dependencies is 'you' about 10% of the time. Rates vary greatly by corpus, definition of long-distance dependency, and construction type, and the statement provides no source or conditions.","{""verdict"":false,""confidence"":0.78,""rationale"":""This is an unsupported quantitative claim: there is no widely accepted, general corpus finding that in natural conversation the subject in all sentences with long-distance dependencies is 'you' about 10% of the time. Rates vary greatly by corpus, definition of long-distance dependency, and construction type, and the statement provides no source or conditions.""}",False
glossa-5040-heffernan,1 The emergent–generative debate,"Consider Dąbrowska’s (2010) example (9a), repeated here as (1a). This sentence illustrates the long-distance dependency between the wh word in the main clause and the trace in the object position for the verb do in the subordinate clause. Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time. Dąbrowska gave several more examples that illustrated these tendencies, and we have repeated two of them as (1b) and (1c). She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",2.0,"Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time.",8.0,The verb in sentences with long-distance dependencies in natural conversation is a verb distinct from 'think' or 'say' about 90% of the time.,,,,,,,,,,,L-Spec,False,0.62,"This makes a precise quantitative claim (~90%) about verb distributions in long-distance dependency constructions in natural conversation, but no established cross-corpus generalization supports that exact figure; rates vary widely by language, construction, and corpus, and 'think/say' (and similar matrix verbs) are often very frequent in such environments.","{""verdict"":false,""confidence"":0.62,""rationale"":""This makes a precise quantitative claim (~90%) about verb distributions in long-distance dependency constructions in natural conversation, but no established cross-corpus generalization supports that exact figure; rates vary widely by language, construction, and corpus, and 'think/say' (and similar matrix verbs) are often very frequent in such environments.""}",False
glossa-5040-heffernan,1 The emergent–generative debate,"Consider Dąbrowska’s (2010) example (9a), repeated here as (1a). This sentence illustrates the long-distance dependency between the wh word in the main clause and the trace in the object position for the verb do in the subordinate clause. Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time. Dąbrowska gave several more examples that illustrated these tendencies, and we have repeated two of them as (1b) and (1c). She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",3.0,"Dąbrowska gave several more examples that illustrated these tendencies, and we have repeated two of them as (1b) and (1c).",2.0,"The tendencies for word choice (main clause auxiliary 'do', subject 'you', verb 'think' or 'say') in sentences with long-distance dependencies in natural conversation preclude illustration with examples.",,,,,,,,,,,L-Spec,False,0.74,"Empirical tendencies in conversational long‑distance dependency constructions (e.g., frequent use of auxiliaries like “do,” subjects like “you,” and verbs like “think/say”) can readily be illustrated with examples such as “What do you think (that)…”; they do not preclude exemplification.","{""verdict"":false,""confidence"":0.74,""rationale"":""Empirical tendencies in conversational long‑distance dependency constructions (e.g., frequent use of auxiliaries like “do,” subjects like “you,” and verbs like “think/say”) can readily be illustrated with examples such as “What do you think (that)…”; they do not preclude exemplification.""}",False
glossa-5040-heffernan,1 The emergent–generative debate,"Consider Dąbrowska’s (2010) example (9a), repeated here as (1a). This sentence illustrates the long-distance dependency between the wh word in the main clause and the trace in the object position for the verb do in the subordinate clause. Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time. Dąbrowska gave several more examples that illustrated these tendencies, and we have repeated two of them as (1b) and (1c). She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",4.0,"She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",2.0,Utterances with long-distance dependencies followed specific templates rarely.,,,,,,,,,,,L-Theo,False,0.62,"The claim is too absolute and vague: in many languages long‑distance dependencies (e.g., wh‑movement, relativization) are typically realized via a limited set of common, well‑studied constructional templates rather than only rarely following templates. Without specifying language/corpus, it’s not a factual generalization.","{""verdict"":false,""confidence"":0.62,""rationale"":""The claim is too absolute and vague: in many languages long‑distance dependencies (e.g., wh‑movement, relativization) are typically realized via a limited set of common, well‑studied constructional templates rather than only rarely following templates. Without specifying language/corpus, it’s not a factual generalization.""}",False
glossa-5040-heffernan,1 The emergent–generative debate,"Consider Dąbrowska’s (2010) example (9a), repeated here as (1a). This sentence illustrates the long-distance dependency between the wh word in the main clause and the trace in the object position for the verb do in the subordinate clause. Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time. Dąbrowska gave several more examples that illustrated these tendencies, and we have repeated two of them as (1b) and (1c). She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",4.0,"She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",4.0,Utterances with long-distance dependencies emerged frequently because they are psychologically less basic than non-prototypical ones.,,,,,,,,,,,L-Theo,False,0.78,"The claim is internally incoherent and not supported by linguistic theory: long-distance dependencies are generally considered more complex/less basic and harder to process than local dependencies, so they are not expected to have emerged frequently for being “less basic,” and the comparison to “non-prototypical ones” is unclear/incorrectly framed.","{""verdict"":false,""confidence"":0.78,""rationale"":""The claim is internally incoherent and not supported by linguistic theory: long-distance dependencies are generally considered more complex/less basic and harder to process than local dependencies, so they are not expected to have emerged frequently for being “less basic,” and the comparison to “non-prototypical ones” is unclear/incorrectly framed.""}",False
glossa-5040-heffernan,1 The emergent–generative debate,"Consider Dąbrowska’s (2010) example (9a), repeated here as (1a). This sentence illustrates the long-distance dependency between the wh word in the main clause and the trace in the object position for the verb do in the subordinate clause. Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time. Dąbrowska gave several more examples that illustrated these tendencies, and we have repeated two of them as (1b) and (1c). She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",4.0,"She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",5.0,Prototypical questions are produced less fluently.,,,,,,,,,,,L-Theo,False,0.74,"In psycholinguistics, more prototypical (typical) items are generally processed and produced more easily/fluently than less prototypical ones; the claim reverses this expected effect.","{""verdict"":false,""confidence"":0.74,""rationale"":""In psycholinguistics, more prototypical (typical) items are generally processed and produced more easily/fluently than less prototypical ones; the claim reverses this expected effect.""}",False
glossa-5040-heffernan,1 The emergent–generative debate,"Consider Dąbrowska’s (2010) example (9a), repeated here as (1a). This sentence illustrates the long-distance dependency between the wh word in the main clause and the trace in the object position for the verb do in the subordinate clause. Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time. Dąbrowska gave several more examples that illustrated these tendencies, and we have repeated two of them as (1b) and (1c). She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",4.0,"She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",6.0,Prototypical questions are judged to be less acceptable.,,,,,,,,,,,L-Theo,False,0.73,"In linguistics, prototypical (canonical) question forms are typically judged more natural/acceptable than non‑prototypical or marked question forms; the statement reverses this general pattern.","{""verdict"":false,""confidence"":0.73,""rationale"":""In linguistics, prototypical (canonical) question forms are typically judged more natural/acceptable than non‑prototypical or marked question forms; the statement reverses this general pattern.""}",False
glossa-5040-heffernan,1 The emergent–generative debate,"Consider Dąbrowska’s (2010) example (9a), repeated here as (1a). This sentence illustrates the long-distance dependency between the wh word in the main clause and the trace in the object position for the verb do in the subordinate clause. Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time. Dąbrowska gave several more examples that illustrated these tendencies, and we have repeated two of them as (1b) and (1c). She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",4.0,"She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",7.0,Prototypical questions are remembered worse.,,,,,,,,,,,L-Theo,False,0.72,"In cognitive/psycholinguistic findings, distinctive or atypical items are often remembered better, and prototypical/typical items can be remembered better due to schema support; there isn’t a general established fact that prototypical questions are remembered worse as stated.","{""verdict"":false,""confidence"":0.72,""rationale"":""In cognitive/psycholinguistic findings, distinctive or atypical items are often remembered better, and prototypical/typical items can be remembered better due to schema support; there isn’t a general established fact that prototypical questions are remembered worse as stated.""}",False
glossa-5040-heffernan,1 The emergent–generative debate,"Consider Dąbrowska’s (2010) example (9a), repeated here as (1a). This sentence illustrates the long-distance dependency between the wh word in the main clause and the trace in the object position for the verb do in the subordinate clause. Dąbrowska points out that word choice in sentences with long-distance dependencies in natural conversation is constrained; that is, the main clause auxiliary in such sentences is do over 90% of the time, the subject is you about 90% of the time, and the verb is think or say about 90% of the time. Dąbrowska gave several more examples that illustrated these tendencies, and we have repeated two of them as (1b) and (1c). She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",4.0,"She concludes that utterances with long-distance dependencies followed specific templates most of the time, and emerged frequently because “they are psychologically more basic than non-prototypical ones… prototypical questions are produced more fluently, judged to be more acceptable, remembered better and acquired earlier by children” (Dąbrowska 2010: 63).",8.0,Prototypical questions are acquired later by children.,,,,,,,,,,,L-Theo,False,0.74,"In child language acquisition, basic/prototypical question forms (e.g., simple wh- and yes/no questions) emerge relatively early; later development typically concerns more complex, non-prototypical structures (e.g., embedded questions, long-distance dependencies).","{""verdict"":false,""confidence"":0.74,""rationale"":""In child language acquisition, basic/prototypical question forms (e.g., simple wh- and yes/no questions) emerge relatively early; later development typically concerns more complex, non-prototypical structures (e.g., embedded questions, long-distance dependencies).""}",False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",1.0,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type.",1.0,The No Embedding Constraint is considered to be a weak syntactic constraint on gapping.,,,,,,,,,,,L-Theo,False,0.62,"The No Embedding Constraint is generally treated as a strong/robust restriction on gapping (gapping is typically disallowed in embedded clauses), not as a weak constraint.","{""verdict"":false,""confidence"":0.62,""rationale"":""The No Embedding Constraint is generally treated as a strong/robust restriction on gapping (gapping is typically disallowed in embedded clauses), not as a weak constraint.""}",False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",1.0,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type.",2.0,The No Embedding Constraint is considered to be a disqualifier for gapping.,,,,,,,,,,,L-Theo,False,0.68,"In analyses of gapping, the No Embedding Constraint is typically stated as a restriction on where gapping can occur (it is generally banned in embedded clauses), i.e., a constraint on licensing/acceptability rather than being described as a general “disqualifier” as such. The wording is not standard and overstates the status.","{""verdict"":false,""confidence"":0.68,""rationale"":""In analyses of gapping, the No Embedding Constraint is typically stated as a restriction on where gapping can occur (it is generally banned in embedded clauses), i.e., a constraint on licensing/acceptability rather than being described as a general “disqualifier” as such. The wording is not standard and overstates the status.""}",False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",2.0,"As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results.",1.0,Assumptions related to the No Embedding Constraint are borne out by experimental results from two acceptability judgments tasks in Spanish.,,,,,,,,,,,L-Spec,False,0.62,"The claim is too specific and not verifiable as stated: the No Embedding Constraint is not a widely established, uniquely identified constraint with generally accepted Spanish experimental confirmation from exactly two acceptability-judgment tasks, and without a cited study the statement cannot be treated as fact.","{""verdict"":false,""confidence"":0.62,""rationale"":""The claim is too specific and not verifiable as stated: the No Embedding Constraint is not a widely established, uniquely identified constraint with generally accepted Spanish experimental confirmation from exactly two acceptability-judgment tasks, and without a cited study the statement cannot be treated as fact.""}",False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",3.0,"Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint.",1.0,Embedded gapping is ungrammatical in Spanish.,,,,,,,,,,,L-Spec,False,0.77,"Spanish generally disallows gapping under many embeddings (often requiring coordination), but embedded gapping is not categorically ungrammatical: there are attested/marginally acceptable cases under certain embeddings (e.g., some bridge-verb complements or quotative/attitude contexts), so the absolute claim is too strong.","{""verdict"":false,""confidence"":0.77,""rationale"":""Spanish generally disallows gapping under many embeddings (often requiring coordination), but embedded gapping is not categorically ungrammatical: there are attested/marginally acceptable cases under certain embeddings (e.g., some bridge-verb complements or quotative/attitude contexts), so the absolute claim is too strong.""}",False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",3.0,"Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint.",2.0,Embedded gapping in Spanish seems to be governed by a general syntactic constraint.,,,,,,,,,,,L-Spec,False,0.6,"The claim is too strong/vague: the literature reports mixed judgments and varying analyses of embedded gapping in Spanish, and there is no single widely established, general syntactic constraint that straightforwardly governs it across contexts.","{""verdict"":false,""confidence"":0.6,""rationale"":""The claim is too strong/vague: the literature reports mixed judgments and varying analyses of embedded gapping in Spanish, and there is no single widely established, general syntactic constraint that straightforwardly governs it across contexts.""}",False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",4.0,"Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates.",1.0,"In spanish, all predicates embed equally easily.",,,,,,,,,,,L-Spec,False,0.92,"Spanish predicates do not all embed equally easily: embedding depends on predicate class and syntax/semantics (e.g., raising/control vs. non-embedding predicates; factives/bridge verbs vs. weak islands), so there are clear differences in embeddability.","{""verdict"":false,""confidence"":0.92,""rationale"":""Spanish predicates do not all embed equally easily: embedding depends on predicate class and syntax/semantics (e.g., raising/control vs. non-embedding predicates; factives/bridge verbs vs. weak islands), so there are clear differences in embeddability.""}",False
glossa-5217-bîlbîie,Title and Abstract,"This paper discusses the No Embedding Constraint, considered to be a strong syntactic constraint on gapping and a diagnostic for this ellipsis type. As shown by two acceptability judgments tasks in Spanish, the assumptions related to the No Embedding Constraint are not borne out by our experimental results. Embedded gapping is acceptable in Spanish, and seems to be governed by a (more general) semantic constraint. Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates. Embedded gapping and embedded coordinated clauses in general are thus sensitive to the semantic class of the embedding predicate. We argue that our data on embedded gapping in Spanish constitute a challenge for any Small Conjunct Gapping approach (in terms of subclausal/low coordination) and give support to a Large Conjunct Gapping approach (in terms of clausal/high coordination). In this paper, we adopt a constructional fragment-based analysis of gapping, which treats non-embedded and embedded gapping uniformly. More generally, this paper suggests that gapping is more similar to other ellipsis types than has been traditionally assumed.",4.0,"Specifically, some predicates embed more easily than others, confirming, on the one hand, the asymmetry between non-factive and factive predicates, and, on the other hand, the dichotomy between semi-factive and true factive predicates.",2.0,"In spanish, the observation that some predicates embed more easily than others confirms the symmetry between non-factive and factive predicates.",,,,,,,,,,,L-Spec,False,0.74,"Differences in how easily predicates embed in Spanish (and cross‑linguistically) are typically taken to show asymmetries among predicate classes (e.g., factive vs. non‑factive, implicative, etc.), not to ""confirm symmetry"" between factive and non‑factive predicates; moreover, the claim is too vague and not a standard established fact as stated.","{""verdict"":false,""confidence"":0.74,""rationale"":""Differences in how easily predicates embed in Spanish (and cross‑linguistically) are typically taken to show asymmetries among predicate classes (e.g., factive vs. non‑factive, implicative, etc.), not to \""confirm symmetry\"" between factive and non‑factive predicates; moreover, the claim is too vague and not a standard established fact as stated.""}",False
